domain,english,igbo
health,The hospital is nearby.,Ụlọ ọgwụ dị nso.
transportation,The car arrived early.,Ụgbọala ahụ rutere n'oge.
transportation,The bus is going to the city.,Ụgbọ ala na-aga obodo.
transportation,Where is the airport?,Ebee ka ọdụ ụgbọ elu dị?
technology,The internet is working.,Ịntanet na-arụ ọrụ.
technology,The computer is new.,Kọmputa ahụ bụ nke ọhụrụ.
technology,David repaired the computer.,David rụziri kọmputa ahụ.
technology,I use a mobile phone.,Ana m eji ekwentị mkpanaaka.
business,The trader went to the market.,Onye ahịa gara ahịa.
business,She bought a phone.,Ọ zụtara ekwentị.
business,He sold the goods.,Ọ rere ngwongwo ahụ.
business,The shop is open.,Ụlọ ahịa meghere.
weather,The weather is hot today.,Ihu igwe na-ekpo ọkụ taa.
weather,It is raining.,Mmiri na-ezo.
weather,The wind is blowing.,Ifufe na-efe.
weather,The sky is cloudy.,Igwe juru n'igwe ojii.
daily_life,I woke up early.,Ebiliri m n'isi ụtụtụ.
daily_life,I am going to work.,Ana m aga ọrụ.
daily_life,She washed her clothes.,Ọ sachara uwe ya.
daily_life,He opened the door.,Ọ meghere ụzọ.
daily_life,The child is sleeping.,Nwatakịrị ahụ na-ehi ụra.
family,This is my mother.,Nke a bụ nne m.
family,This is my father.,Nke a bụ nna m.
family,My brother is at home.,Nwanne m nwoke nọ n'ụlọ.
family,My sister is reading.,Nwanne m nwanyị na-agụ akwụkwọ.
family,The family is eating together.,Ezinụlọ ahụ na-eri nri ọnụ.
agriculture,The farmer planted cassava.,Onye ọrụ ugbo kụrụ akpụ.
agriculture,The farmer planted beans.,Onye ọrụ ugbo kụrụ agwa.
agriculture,The farmer planted rice.,Onye ọrụ ugbo kụrụ osikapa.
agriculture,The farmer planted vegetables.,Onye ọrụ ugbo kụrụ akwụkwọ nri.
agriculture,The farmer planted groundnuts.,Onye ọrụ ugbo kụrụ ahụekere.
agriculture,The farmer planted cocoyam.,Onye ọrụ ugbo kụrụ ede.
agriculture,The farmer returned from the farm.,Onye ọrụ ugbo si n'ubi lọta.
agriculture,The farmer is working on the farm.,Onye ọrụ ugbo na-arụ ọrụ n'ubi.
agriculture,The farmer is planting maize.,Onye ọrụ ugbo na-akụ ọka.
agriculture,The farmer is planting yam.,Onye ọrụ ugbo na-akụ ji.
agriculture,The farmer is harvesting maize.,Onye ọrụ ugbo na-ewe ihe ubi ọka.
agriculture,The farmer is harvesting yam.,Onye ọrụ ugbo na-ewe ihe ubi ji.
agriculture,The farmer harvested the crops.,Onye ọrụ ugbo wetara ihe ubi.
agriculture,The farmer bought new seeds.,Onye ọrụ ugbo zụtara mkpụrụ ọhụrụ.
agriculture,The farmer selected good seeds.,Onye ọrụ ugbo họọrọ mkpụrụ dị mma.
agriculture,The farmer planted the seeds.,Onye ọrụ ugbo kụrụ mkpụrụ ndị ahụ.
agriculture,The seeds are growing.,Mkpụrụ ndị ahụ na-eto.
agriculture,The plants need water.,Osisi ndị ahụ chọrọ mmiri.
agriculture,The crops need sunlight.,Ihe ọkụkụ chọrọ ìhè anyanwụ.
agriculture,The farmer watered the crops.,Onye ọrụ ugbo nyere ihe ọkụkụ mmiri.
agriculture,The farmer removed the weeds.,Onye ọrụ ugbo wepụrụ ahịhịa ọjọọ.
agriculture,The farmer is weeding the farm.,Onye ọrụ ugbo na-akwọ ahịhịa n'ubi.
agriculture,The farmer used a hoe.,Onye ọrụ ugbo ji ọgụ.
agriculture,The farmer used a cutlass.,Onye ọrụ ugbo ji mma.
agriculture,The farmer used a shovel.,Onye ọrụ ugbo ji shọvel.
agriculture,The farmer bought a new hoe.,Onye ọrụ ugbo zụtara ọgụ ọhụrụ.
agriculture,The farmer repaired his tools.,Onye ọrụ ugbo rụziri ngwa ọrụ ya.
agriculture,The farm is large.,Ubi ahụ buru ibu.
agriculture,The farm is small.,Ubi ahụ dị obere.
agriculture,The farm is near the village.,Ubi ahụ dị nso n'obodo nta.
agriculture,The farm is far from the house.,Ubi ahụ dị anya site n'ụlọ.
agriculture,The soil is fertile.,Ala ahụ na-eme nri.
agriculture,The soil is dry.,Ala ahụ kpọrọ nkụ.
agriculture,The soil is wet.,Ala ahụ dị mmiri.
agriculture,The farmer prepared the soil.,Onye ọrụ ugbo kwadebere ala ahụ.
agriculture,The farmer dug the soil.,Onye ọrụ ugbo gwuru ala ahụ.
agriculture,The farmer added manure to the soil.,Onye ọrụ ugbo tinyere nsị anụmanụ n'ala.
agriculture,The rain helped the crops grow.,Mmiri ozuzo nyeere ihe ọkụkụ aka ito.
agriculture,The rain fell on the farm.,Mmiri ozuzo zoro n'ubi.
agriculture,The farm needs rain.,Ubi ahụ chọrọ mmiri ozuzo.
agriculture,The crops were damaged by the rain.,Mmiri ozuzo mebiri ihe ọkụkụ.
agriculture,The crops were damaged by the drought.,Oké ọkọchị mebiri ihe ọkụkụ.
agriculture,The farmer protects the crops.,Onye ọrụ ugbo na-echebe ihe ọkụkụ.
agriculture,The farmer checked the crops.,Onye ọrụ ugbo nyochara ihe ọkụkụ.
agriculture,The farmer found pests on the plants.,Onye ọrụ ugbo hụrụ ụmụ ahụhụ na osisi ndị ahụ.
agriculture,The farmer removed the pests.,Onye ọrụ ugbo wepụrụ ụmụ ahụhụ ndị ahụ.
agriculture,The farmer used medicine on the crops.,Onye ọrụ ugbo tinyere ọgwụ n'ihe ọkụkụ.
agriculture,The crops are healthy.,Ihe ọkụkụ dị mma.
agriculture,The crops are ready for harvest.,Ihe ọkụkụ dị njikere maka owuwe ihe ubi.
agriculture,The farmer harvested the maize.,Onye ọrụ ugbo wetara ọka.
agriculture,The farmer harvested the cassava.,Onye ọrụ ugbo wetara akpụ.
agriculture,The farmer harvested the beans.,Onye ọrụ ugbo wetara agwa.
agriculture,The farmer harvested the rice.,Onye ọrụ ugbo wetara osikapa.
agriculture,The farmer dug up the yams.,Onye ọrụ ugbo gwupụtara ji.
agriculture,The farmer carried the crops home.,Onye ọrụ ugbo buru ihe ubi laa n'ụlọ.
agriculture,The farmer stored the maize.,Onye ọrụ ugbo chekwara ọka.
agriculture,The farmer stored the yam.,Onye ọrụ ugbo chekwara ji.
agriculture,The farmer sold the crops at the market.,Onye ọrụ ugbo rere ihe ubi n'ahịa.
agriculture,The farmer took the vegetables to the market.,Onye ọrụ ugbo buru akwụkwọ nri gaa n'ahịa.
agriculture,The farmer bought fertilizer.,Onye ọrụ ugbo zụtara fatịlaịza.
agriculture,Fertilizer helps crops grow.,Fatịlaịza na-enyere ihe ọkụkụ aka ito.
agriculture,The farmer applied fertilizer to the farm.,Onye ọrụ ugbo tinyere fatịlaịza n'ubi.
agriculture,The farmer owns a farm.,Onye ọrụ ugbo nwere ubi.
agriculture,My father is a farmer.,Nna m bụ onye ọrụ ugbo.
agriculture,My mother grows vegetables.,Nne m na-akụ akwụkwọ nri.
agriculture,The farmer keeps chickens.,Onye ọrụ ugbo na-azụ ọkụkọ.
agriculture,The farmer keeps goats.,Onye ọrụ ugbo na-azụ ewu.
agriculture,The farmer keeps pigs.,Onye ọrụ ugbo na-azụ ezi.
agriculture,The farmer keeps cattle.,Onye ọrụ ugbo na-azụ ehi.
agriculture,The farmer feeds the animals.,Onye ọrụ ugbo na-enye anụmanụ nri.
agriculture,The animals need water.,Anụmanụ ndị ahụ chọrọ mmiri.
agriculture,The farmer built a house for the animals.,Onye ọrụ ugbo wuru ụlọ maka anụmanụ ndị ahụ.
agriculture,The chicken laid eggs.,Ọkụkọ ahụ tọrọ akwa.
agriculture,The farmer collected the eggs.,Onye ọrụ ugbo chịkọtara akwa ndị ahụ.
agriculture,The goat is eating grass.,Ewu ahụ na-eri ahịhịa.
agriculture,The cow is eating grass.,Ehi ahụ na-eri ahịhịa.
agriculture,The farmer bought a tractor.,Onye ọrụ ugbo zụtara traktọ.
agriculture,The tractor is working on the farm.,Traktọ ahụ na-arụ ọrụ n'ubi.
agriculture,The farmer drove the tractor.,Onye ọrụ ugbo kụrụ traktọ.
agriculture,Modern tools make farming easier.,Ngwa ọrụ ọgbara ọhụrụ na-eme ka ọrụ ugbo dị mfe.
agriculture,Farming provides food for families.,Ọrụ ugbo na-enye ezinụlọ nri.
agriculture,Farming is important to the community.,Ọrụ ugbo dị mkpa nye obodo.
agriculture,The farmer works hard every day.,Onye ọrụ ugbo na-arụsi ọrụ ike kwa ụbọchị.
agriculture,The farmer wakes up early.,Onye ọrụ ugbo na-eteta n'isi ụtụtụ.
agriculture,The farmer works until evening.,Onye ọrụ ugbo na-arụ ọrụ ruo mgbede.
agriculture,The farmer went to the farm yesterday.,Onye ọrụ ugbo gara n'ubi ụnyaahụ.
agriculture,The farmer will go to the farm tomorrow.,Onye ọrụ ugbo ga-aga n'ubi echi.
agriculture,The farmer planted maize yesterday.,Onye ọrụ ugbo kụrụ ọka ụnyaahụ.
agriculture,The farmer planted yam last week.,Onye ọrụ ugbo kụrụ ji n'izu gara aga.
agriculture,The farmer will harvest the crops soon.,Onye ọrụ ugbo ga-ewe ihe ubi n'oge na-adịghị anya.
agriculture,The farmer is preparing for the planting season.,Onye ọrụ ugbo na-akwado maka oge ịkụ ihe ọkụkụ.
agriculture,The planting season has started.,Oge ịkụ ihe ọkụkụ amalitela.
agriculture,The harvest season has started.,Oge owuwe ihe ubi amalitela.
agriculture,The farmer is waiting for the rain.,Onye ọrụ ugbo na-eche mmiri ozuzo.
agriculture,The farmer checks the weather before planting.,Onye ọrụ ugbo na-enyocha ihu igwe tupu ọ kụọ ihe ọkụkụ.
agriculture,The farmer plans the work carefully.,Onye ọrụ ugbo na-eme atụmatụ ọrụ ahụ nke ọma.
agriculture,The farm produced a good harvest.,Ubi ahụ nyere ezigbo owuwe ihe ubi.
agriculture,The harvest was very large.,Owuwe ihe ubi ahụ buru nnọọ ibu.
agriculture,The harvest was poor this year.,Owuwe ihe ubi ahụ adịghị mma n'afọ a.
agriculture,The farmer sold the harvest.,Onye ọrụ ugbo rere owuwe ihe ubi ahụ.
agriculture,The farmer saved some seeds for next season.,Onye ọrụ ugbo chekwara ụfọdụ mkpụrụ maka oge ọzọ.
agriculture,The farmer teaches his children farming.,Onye ọrụ ugbo na-akụziri ụmụ ya ọrụ ugbo.
business,The business is growing.,Azụmahịa ahụ na-eto eto.
business,The company is successful.,Ụlọ ọrụ ahụ na-aga nke ọma.
business,She owns a small business.,Ọ bụ ya nwe obere azụmahịa.
business,He started a new business.,Ọ malitere azụmahịa ọhụrụ.
business,The shop is closed.,Ụlọ ahịa ahụ mechiri emechi.
business,The customer entered the shop.,Onye ahịa ahụ banyere n'ụlọ ahịa ahụ.
business,The customer is waiting.,Onye ahịa ahụ na-eche.
business,The customer bought a product.,Onye ahịa ahụ zụtara ngwaahịa.
business,The customer paid for the product.,Onye ahịa ahụ kwụrụ ụgwọ maka ngwaahịa ahụ.
business,The product is available.,Ngwaahịa ahụ dị.
business,The product is not available.,Ngwaahịa ahụ adịghị.
business,The product is expensive.,Ngwaahịa ahụ dị oke ọnụ.
business,The product is cheap.,Ngwaahịa ahụ dị ọnụ ala.
business,The product is good.,Ngwaahịa ahụ dị mma.
business,The product is new.,Ngwaahịa ahụ bụ nke ọhụrụ.
business,The product is popular.,Ngwaahịa ahụ na-ewu ewu.
business,The company sells clothes.,Ụlọ ọrụ ahụ na-ere uwe.
business,The company sells food.,Ụlọ ọrụ ahụ na-ere nri.
business,The company sells computers.,Ụlọ ọrụ ahụ na-ere kọmputa.
business,The shop sells shoes.,Ụlọ ahịa ahụ na-ere akpụkpọ ụkwụ.
business,The market is busy.,Ahịa ahụ na-eme mkpọtụ.
business,The market is crowded.,Ahịa ahụ jupụtara na ndị mmadụ.
business,The seller is friendly.,Onye na-ere ahịa ahụ nwere omume ọma.
business,The seller showed me the product.,Onye na-ere ahịa ahụ gosiri m ngwaahịa ahụ.
business,The buyer wants a discount.,Onye na-azụ ahịa chọrọ mbelata ọnụahịa.
business,The price is too high.,Ọnụahịa ahụ dị oke elu.
business,The price is reasonable.,Ọnụahịa ahụ dabara adaba.
business,The price has changed.,Ọnụahịa ahụ agbanweela.
business,The price is increasing.,Ọnụahịa ahụ na-abawanye.
business,The price is decreasing.,Ọnụahịa ahụ na-ebelata.
business,The customer asked for the price.,Onye ahịa ahụ jụrụ maka ọnụahịa ahụ.
business,How much does it cost?,Ego ole ka ọ na-eri?
business,The product costs five thousand naira.,Ngwaahịa ahụ na-eri naịra puku ise.
business,I want to buy this product.,Achọrọ m ịzụta ngwaahịa a.
business,I want to sell this product.,Achọrọ m ire ngwaahịa a.
business,We have many products.,Anyị nwere ọtụtụ ngwaahịa.
business,We have few products.,Anyị nwere ngwaahịa ole na ole.
business,The stock is finished.,Ngwaahịa dị n'ụlọ ahịa agwụla.
business,The stock is available.,Ngwaahịa dị n'ụlọ ahịa dị.
business,The warehouse is full.,Ụlọ nkwakọba ngwaahịa ahụ juru.
business,The warehouse is empty.,Ụlọ nkwakọba ngwaahịa ahụ tọgbọ chakoo.
business,The company has many employees.,Ụlọ ọrụ ahụ nwere ọtụtụ ndị ọrụ.
business,The manager is in the office.,Onye njikwa ahụ nọ n'ọfịs.
business,The manager called a meeting.,Onye njikwa ahụ kpọrọ nzukọ.
business,The employees are working.,Ndị ọrụ ahụ na-arụ ọrụ.
business,The employee arrived early.,Onye ọrụ ahụ bịara n'oge.
business,The employee arrived late.,Onye ọrụ ahụ bịara n'oge.
business,The office is open.,Ọfịs ahụ mepere emepe.
business,The office is closed.,Ọfịs ahụ mechiri emechi.
business,The meeting starts at nine o'clock.,Nzukọ ahụ na-amalite n'elekere itoolu.
business,The meeting has ended.,Nzukọ ahụ agwụla.
business,We discussed the business plan.,Anyị tụlere atụmatụ azụmahịa ahụ.
business,The business plan is ready.,Atụmatụ azụmahịa ahụ adịla njikere.
business,The company needs more money.,Ụlọ ọrụ ahụ chọrọ ego ọzọ.
business,The company made a profit.,Ụlọ ọrụ ahụ nwetara uru.
business,The company made a loss.,Ụlọ ọrụ ahụ nwetara mfu.
business,The business is losing money.,Azụmahịa ahụ na-atụfu ego.
business,The business is making money.,Azụmahịa ahụ na-enweta ego.
business,The company opened a new branch.,Ụlọ ọrụ ahụ mepere alaka ọhụrụ.
business,The branch is far away.,Alaka ahụ dị anya.
business,The branch is nearby.,Alaka ahụ dị nso.
business,The company has many branches.,Ụlọ ọrụ ahụ nwere ọtụtụ alaka.
business,The bank is open today.,Ụlọ akụ ahụ mepere taa.
business,The bank is closed today.,Ụlọ akụ ahụ mechiri taa.
business,I deposited money into my account.,E tinyere m ego n'akaụntụ m.
business,I withdrew money from my account.,E wepụtara m ego n'akaụntụ m.
business,The payment was successful.,Ịkwụ ụgwọ ahụ gara nke ọma.
business,The payment failed.,Ịkwụ ụgwọ ahụ emeghị nke ọma.
business,Pay with cash.,Jiri ego aka kwụọ ụgwọ.
business,Pay with your card.,Jiri kaadị gị kwụọ ụgwọ.
business,The customer paid online.,Onye ahịa ahụ kwụrụ ụgwọ n'ịntanetị.
business,Send the invoice.,Ziga akwụkwọ ọnụahịa ahụ.
business,The invoice has been paid.,A kwụọla akwụkwọ ọnụahịa ahụ.
business,The invoice is not ready.,Akwụkwọ ọnụahịa ahụ adịbeghị njikere.
business,The order has arrived.,Iwu ahụ abịala.
business,Place an order.,Tinye iwu.
business,Cancel the order.,Kagbuo iwu ahụ.
business,The order is delayed.,Iwu ahụ egbuola oge.
business,The order is ready.,Iwu ahụ adịla njikere.
business,We deliver products.,Anyị na-ebuga ngwaahịa.
business,The product was delivered today.,E butere ngwaahịa ahụ taa.
business,The delivery is late.,Nnyefe ahụ abịala n'oge.
business,The delivery is free.,Nnyefe ahụ bụ n'efu.
business,The customer gave us an address.,Onye ahịa ahụ nyere anyị adreesị.
business,Write down the address.,Dee adreesị ahụ.
business,The company has a website.,Ụlọ ọrụ ahụ nwere weebụsaịtị.
business,Customers can order online.,Ndị ahịa nwere ike ịtụ ihe n'ịntanetị.
business,The business uses social media.,Azụmahịa ahụ na-eji mgbasa ozi mmekọrịta.
business,The advertisement is effective.,Mgbasa ozi ahụ na-arụ ọrụ nke ọma.
business,The company is advertising a new product.,Ụlọ ọrụ ahụ na-akpọsa ngwaahịa ọhụrụ.
business,The business has many customers.,Azụmahịa ahụ nwere ọtụtụ ndị ahịa.
business,The customer is satisfied.,Onye ahịa ahụ nwere afọ ojuju.
business,The customer is not satisfied.,Onye ahịa ahụ enweghị afọ ojuju.
business,The customer made a complaint.,Onye ahịa ahụ mere mkpesa.
business,We answered the complaint.,Anyị zara mkpesa ahụ.
business,Good service is important.,Ọrụ ọma dị mkpa.
business,The service is fast.,Ọrụ ahụ dị ngwa.
business,The service is slow.,Ọrụ ahụ na-eji nwayọ.
business,The company provides good service.,Ụlọ ọrụ ahụ na-enye ọrụ ọma.
business,The business is expanding.,Azụmahịa ahụ na-agbasawanye.
business,The business is small.,Azụmahịa ahụ dị obere.
business,The business is large.,Azụmahịa ahụ buru ibu.
business,The owner manages the business.,Onye nwe ya na-elekọta azụmahịa ahụ.
business,The owner hired a new worker.,Onye nwe ya goro onye ọrụ ọhụrụ.
business,The worker received a salary.,Onye ọrụ ahụ nwetara ụgwọ ọnwa.
business,The salary is paid monthly.,A na-akwụ ụgwọ ọnwa kwa ọnwa.
business,The company pays its workers.,Ụlọ ọrụ ahụ na-akwụ ndị ọrụ ya ụgwọ.
business,The company needs more workers.,Ụlọ ọrụ ahụ chọrọ ndị ọrụ ọzọ.
business,The business is growing quickly.,Azụmahịa ahụ na-eto ngwa ngwa.
business,The business is facing a problem.,Azụmahịa ahụ na-eche nsogbu ihu.
business,The plan is successful.,Atụmatụ ahụ gara nke ọma.
business,The plan failed.,Atụmatụ ahụ emeghị nke ọma.
business,We must work together.,Anyị ga-arụkọ ọrụ ọnụ.
business,The team is working together.,Otu ahụ na-arụkọ ọrụ ọnụ.
business,The company makes decisions carefully.,Ụlọ ọrụ ahụ na-eme mkpebi nke ọma.
business,The manager made a decision.,Onye njikwa ahụ mere mkpebi.
business,The business needs better planning.,Azụmahịa ahụ chọrọ atụmatụ ka mma.
business,The meeting was useful.,Nzukọ ahụ bara uru.
business,The contract is ready.,Nkwekọrịta ahụ adịla njikere.
business,Sign the contract.,Banye aka na nkwekọrịta ahụ.
business,The contract has expired.,Nkwekọrịta ahụ agwụla.
business,The company signed an agreement.,Ụlọ ọrụ ahụ bịanyere aka na nkwekọrịta.
business,The business follows the rules.,Azụmahịa ahụ na-agbaso iwu.
business,The company pays taxes.,Ụlọ ọrụ ahụ na-akwụ ụtụ isi.
business,The business is registered.,E debanyela azụmahịa ahụ aha.
business,The company is growing every year.,Ụlọ ọrụ ahụ na-eto kwa afọ.
business,The business is important to the community.,Azụmahịa ahụ dị mkpa nye obodo.
business,The company creates jobs.,Ụlọ ọrụ ahụ na-emepụta ọrụ.
business,The business supports the community.,Azụmahịa ahụ na-akwado obodo.
daily_activities,I wake up early.,Ana m eteta n'isi ụtụtụ.
daily_activities,I wake up at six o'clock.,Ana m eteta n'elekere isii.
daily_activities,I get out of bed.,Ana m esi n'àkwà bilie.
daily_activities,I make my bed.,Ana m edozi ihe ndina m.
daily_activities,I open the window.,Ana m emepe windo.
daily_activities,I close the window.,Ana m emechi windo.
daily_activities,I brush my teeth.,Ana m asa ezé m.
daily_activities,I wash my face.,Ana m asa ihu m.
daily_activities,I take a bath.,Ana m asa ahụ.
daily_activities,I take a shower.,Ana m asa ahụ.
daily_activities,I comb my hair.,Ana m asacha ntutu m.
daily_activities,I get dressed.,Ana m eyi uwe.
daily_activities,I wear my shoes.,Ana m eyi akpụkpọ ụkwụ m.
daily_activities,I prepare breakfast.,Ana m akwadebe nri ụtụtụ.
daily_activities,I eat breakfast.,Ana m eri nri ụtụtụ.
daily_activities,I drink tea.,Ana m aṅụ tii.
daily_activities,I drink water.,Ana m aṅụ mmiri.
daily_activities,I leave the house.,Ana m apụ n'ụlọ.
daily_activities,I lock the door.,Ana m akpọchi ụzọ.
daily_activities,I go to school.,Ana m aga ụlọ akwụkwọ.
daily_activities,I go to work.,Ana m aga ọrụ.
daily_activities,I walk to school.,Ana m eje ije gaa ụlọ akwụkwọ.
daily_activities,I take a bus to work.,Ana m eji bọs aga ọrụ.
daily_activities,I arrive at school.,Ana m erute ụlọ akwụkwọ.
daily_activities,I arrive at work.,Ana m erute ọrụ.
daily_activities,I attend a class.,Ana m aga klaasị.
daily_activities,I study every morning.,Ana m amụ ihe kwa ụtụtụ.
daily_activities,I read a book.,Ana m agụ akwụkwọ.
daily_activities,I write in my notebook.,Ana m ede n'akwụkwọ ndetu m.
daily_activities,I do my homework.,Ana m eme ihe omume ụlọ akwụkwọ m.
daily_activities,I answer the question.,Ana m aza ajụjụ ahụ.
daily_activities,I ask a question.,Ana m ajụ ajụjụ.
daily_activities,I listen to the teacher.,Ana m ege onye nkuzi ntị.
daily_activities,I use my computer.,Ana m eji kọmputa m.
daily_activities,I check my phone.,Ana m ele ekwentị m.
daily_activities,I send a message.,Ana m eziga ozi.
daily_activities,I make a phone call.,Ana m akpọ oku.
daily_activities,I talk to my friend.,Ana m agwa enyi m okwu.
daily_activities,I meet my friend.,Ana m ezute enyi m.
daily_activities,I go to the market.,Ana m aga ahịa.
daily_activities,I buy food.,Ana m azụta nri.
daily_activities,I buy clothes.,Ana m azụta uwe.
daily_activities,I return home.,Ana m alaghachi n'ụlọ.
daily_activities,I prepare lunch.,Ana m akwadebe nri ehihie.
daily_activities,I eat lunch.,Ana m eri nri ehihie.
daily_activities,I wash the dishes.,Ana m asa efere.
daily_activities,I clean the kitchen.,Ana m ehicha kichin.
daily_activities,I sweep the floor.,Ana m azacha ala.
daily_activities,I mop the floor.,Ana m eji mop asa ala.
daily_activities,I clean the house.,Ana m ehicha ụlọ.
daily_activities,I wash my clothes.,Ana m asa uwe m.
daily_activities,I dry my clothes.,Ana m akpọọ uwe m.
daily_activities,I fold my clothes.,Ana m apịaji uwe m.
daily_activities,I cook dinner.,Ana m esi nri abalị.
daily_activities,I eat dinner.,Ana m eri nri abalị.
daily_activities,I drink water before bed.,Ana m aṅụ mmiri tupu m lakpuo ụra.
daily_activities,I watch television.,Ana m ekiri telivishọn.
daily_activities,I listen to music.,Ana m ege egwu ntị.
daily_activities,I read the news.,Ana m agụ akụkọ.
daily_activities,I use the internet.,Ana m eji ịntanetị.
daily_activities,I exercise every day.,Ana m emega ahụ kwa ụbọchị.
daily_activities,I go for a walk.,Ana m eje ije.
daily_activities,I play football.,Ana m agba bọl.
daily_activities,I rest in the afternoon.,Ana m ezu ike n'ehihie.
daily_activities,I visit my friend.,Ana m aga ileta enyi m.
daily_activities,I visit my family.,Ana m aga ileta ezinụlọ m.
daily_activities,I help my mother.,Ana m enyere nne m aka.
daily_activities,I help my father.,Ana m enyere nna m aka.
daily_activities,I help my brother.,Ana m enyere nwanne m nwoke aka.
daily_activities,I help my sister.,Ana m enyere nwanne m nwanyị aka.
daily_activities,I talk with my family.,Ana m agwa ezinụlọ m okwu.
daily_activities,We eat together.,Anyị na-erikọ nri ọnụ.
daily_activities,We work together.,Anyị na-arụkọ ọrụ ọnụ.
daily_activities,I wash my hands.,Ana m asa aka m.
daily_activities,I clean my shoes.,Ana m ehicha akpụkpọ ụkwụ m.
daily_activities,I organize my room.,Ana m edozi ụlọ m.
daily_activities,I arrange my books.,Ana m edozi akwụkwọ m.
daily_activities,I prepare for tomorrow.,Ana m akwadebe maka echi.
daily_activities,I set my alarm.,Ana m edozi elekere mkpu m.
daily_activities,I charge my phone.,Ana m akwụ ụgwọ ekwentị m.
daily_activities,I check the time.,Ana m ele oge.
daily_activities,I go to sleep early.,Ana m alaba n'isi ụtụtụ.
daily_activities,I go to bed late.,Ana m alaba n'oge.
daily_activities,I am tired.,Ike agwụla m.
daily_activities,I am busy.,Ana m arụsi ọrụ ike.
daily_activities,I am free today.,Enwere m ohere taa.
daily_activities,I am going home.,Ana m ala n'ụlọ.
daily_activities,I am waiting for the bus.,Ana m eche bọs.
daily_activities,I am waiting for my friend.,Ana m eche enyi m.
daily_activities,I am preparing for school.,Ana m akwadebe maka ụlọ akwụkwọ.
daily_activities,I am preparing for work.,Ana m akwadebe maka ọrụ.
daily_activities,I forgot my keys.,Echefuru m igodo m.
daily_activities,I found my keys.,Achọtara m igodo m.
daily_activities,I lost my phone.,Echefuru m ekwentị m.
daily_activities,I found my phone.,Achọtara m ekwentị m.
daily_activities,I opened the door.,Emepere m ụzọ.
daily_activities,I closed the door.,Emechiri m ụzọ.
daily_activities,I turned on the light.,Agbanyere m ọkụ.
daily_activities,I turned off the light.,Agbanyụrụ m ọkụ.
daily_activities,The day is over.,Ụbọchị agwụla.
daily_activities,Tomorrow is a new day.,Echi bụ ụbọchị ọhụrụ.
daily_activities,I have a busy day.,Enwere m ụbọchị ọrụ juru.
daily_activities,I have many things to do.,Enwere m ọtụtụ ihe m ga-eme.
daily_activities,I finished my work.,Emechala m ọrụ m.
daily_activities,I finished my homework.,Emechala m ihe omume ụlọ akwụkwọ m.
daily_activities,I am ready for the day.,Adịla m njikere maka ụbọchị ahụ.
daily_activities,Today was a good day.,Taa bụ ụbọchị ọma.
daily_activities,I had a busy morning.,Ụtụtụ m jupụtara n'ọrụ.
daily_activities,I had a good afternoon.,Ehihie m dị mma.
daily_activities,I had a peaceful evening.,Mgbede m dị jụụ.
daily_activities,Good night.,Ka chi foo.
