domain,english,igbo
education,The student failed the examination.,Nwa akwụkwọ ahụ adaghị ule ahụ.
education,She passed her examination.,Ọ gafere ule ya.
education,He is preparing for his examination.,Ọ na-akwado maka ule ya.
education,I have an examination tomorrow.,Enwere m ule echi.
education,The students wrote the examination.,Ụmụ akwụkwọ dere ule ahụ.
education,The teacher marked the examination.,Onye nkuzi akara ule ahụ.
education,The teacher gave the students homework.,Onye nkuzi nyere ụmụ akwụkwọ ọrụ ụlọ.
education,I have homework to do.,Enwere m ọrụ ụlọ m ga-arụ.
education,She completed her homework.,Ọ rụchara ọrụ ụlọ ya.
education,He forgot his homework.,Ọ chefuru ọrụ ụlọ ya.
education,The student submitted the assignment.,Nwa akwụkwọ ahụ nyefere ọrụ ahụ.
education,The teacher gave us an assignment.,Onye nkuzi nyere anyị ọrụ.
education,The assignment is difficult.,Ọrụ ahụ siri ike.
education,I finished my assignment.,Emechara m ọrụ m.
education,The student wrote an important note.,Nwa akwụkwọ ahụ dere ihe dị mkpa.
education,The teacher wrote on the board.,Onye nkuzi dere n'elu bọọdụ.
education,The students copied the notes.,Ụmụ akwụkwọ depụtaghachiri ihe ndị ahụ e dere.
education,The book is on the table.,Akwụkwọ ahụ dị n'elu tebụl.
education,I borrowed a book from the library.,Agbaziri m akwụkwọ n'ọba akwụkwọ.
education,The library is open.,Ọba akwụkwọ meghere.
education,The library is closed.,Ọba akwụkwọ mechiri.
education,The library has many books.,Ọba akwụkwọ nwere ọtụtụ akwụkwọ.
education,The student went to the library.,Nwa akwụkwọ ahụ gara n'ọba akwụkwọ.
education,The students are reading in the library.,Ụmụ akwụkwọ na-agụ akwụkwọ n'ọba akwụkwọ.
education,The classroom is clean.,Klaasị ahụ dị ọcha.
education,The classroom is large.,Klaasị ahụ buru ibu.
education,The classroom is small.,Klaasị ahụ dị obere.
education,The school has many classrooms.,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.
education,The school has a library.,Ụlọ akwụkwọ ahụ nwere ọba akwụkwọ.
education,The school has a laboratory.,Ụlọ akwụkwọ ahụ nwere ụlọ nyocha.
education,The students entered the classroom.,Ụmụ akwụkwọ banyere n'ime klaasị.
education,The students left the classroom.,Ụmụ akwụkwọ si na klaasị pụọ.
education,The teacher came to school early.,Onye nkuzi bịara ụlọ akwụkwọ n'oge.
education,The student came late to school.,Nwa akwụkwọ ahụ bịara ụlọ akwụkwọ n'oge gafere.
education,She went to school yesterday.,Ọ gara ụlọ akwụkwọ ụnyaahụ.
education,He will go to school tomorrow.,Ọ ga-aga ụlọ akwụkwọ echi.
education,I went to school this morning.,Agara m ụlọ akwụkwọ n'ụtụtụ a.
education,We are going to school now.,Anyị na-aga ụlọ akwụkwọ ugbu a.
education,The students returned home after school.,Ụmụ akwụkwọ laghachiri n'ụlọ mgbe ụlọ akwụkwọ gachara.
education,The teacher came from Enugu.,Onye nkuzi si Enugu bịa.
education,The student lives near the school.,Nwa akwụkwọ ahụ bi nso ụlọ akwụkwọ ahụ.
education,My school is far from my house.,Ụlọ akwụkwọ m dị anya site n'ụlọ m.
education,Her school is in Enugu.,Ụlọ akwụkwọ ya dị na Enugu.
education,The students wear school uniforms.,Ụmụ akwụkwọ na-eyi uwe ụlọ akwụkwọ.
education,The teacher is wearing a new shirt.,Onye nkuzi na-eyi uwe elu ọhụrụ.
education,The student brought a pen.,Nwa akwụkwọ ahụ wetara mkpịsị akwụkwọ.
education,I need a new notebook.,Achọrọ m akwụkwọ ndetu ọhụrụ.
education,She lost her pencil.,Ọ tụfuru pensụl ya.
education,He bought a new school bag.,Ọ zụtara akpa ụlọ akwụkwọ ọhụrụ.
education,The student has a dictionary.,Nwa akwụkwọ ahụ nwere akwụkwọ ọkọwa okwu.
education,Please read the question.,Biko gụọ ajụjụ ahụ.
education,Please answer the question.,Biko zaa ajụjụ ahụ.
education,Please open your book.,Biko mepee akwụkwọ gị.
education,Please close your book.,Biko mechie akwụkwọ gị.
education,Listen carefully to the teacher.,Gee onye nkuzi ntị nke ọma.
education,Do not make noise in the classroom.,Emela mkpọtụ n'ime klaasị.
education,The student asked the teacher a question.,Nwa akwụkwọ ahụ jụrụ onye nkuzi ajụjụ.
education,The teacher answered the question.,Onye nkuzi zara ajụjụ ahụ.
education,The students learned something new.,Ụmụ akwụkwọ mụtara ihe ọhụrụ.
education,Education is important.,Mmụta dị mkpa.
education,Knowledge is valuable.,Ọmụma bara uru.
education,The student wants to become a doctor.,Nwa akwụkwọ ahụ chọrọ ịghọ dọkịta.
education,She wants to become a teacher.,Ọ chọrọ ịghọ onye nkuzi.
education,He wants to study computer science.,Ọ chọrọ ịmụ sayensị kọmputa.
education,The students are ready to learn.,Ụmụ akwụkwọ dị njikere ịmụ ihe.
education,The teacher is ready for the lesson.,Onye nkuzi dị njikere maka ihe ọmụmụ ahụ.
education,We learn something new every day.,Anyị na-amụta ihe ọhụrụ kwa ụbọchị.
education,The student improved after studying.,Nwa akwụkwọ ahụ mere nke ọma karịa mgbe ọ mụsịrị ihe.
