domain,english,igbo
food,The children are drinking water.,Ụmụaka ahụ na-aṅụ mmiri.
food,The mother prepared food for the children.,Nne ahụ kwadebere ụmụaka nri.
food,The father bought food for the family.,Nna ahụ zụtara ezinụlọ nri.
food,We cook food every day.,Anyị na-esi nri kwa ụbọchị.
food,She cooks very well.,Ọ na-esi nri nke ọma.
food,He knows how to cook.,Ọ maara esi nri.
food,I am learning how to cook.,Ana m amụta esi nri.
food,The food was prepared carefully.,A kwadebere nri ahụ nke ọma.
food,The food was served to the guests.,E nyere ndị ọbịa nri ahụ.
food,The guests sat down to eat.,Ndị ọbịa ahụ nọdụrụ ala iri nri.
food,We shared the food.,Anyị kesara nri ahụ.
food,Do not waste the food.,Ekwela ka nri ahụ laa n'iyi.
food,Save some food for later.,Chekwaa ụfọdụ nri maka emechaa.
food,The food will be ready soon.,Nri ahụ ga-adị njikere n'oge na-adịghị anya.
food,We will cook dinner tonight.,Anyị ga-esi nri abalị taa.
food,She bought ingredients for the meal.,Ọ zụtara ihe ndị a ga-eji esi nri.
food,The ingredients are on the table.,Ihe ndị a ga-eji esi nri dị n'elu tebụl.
food,We need onions and tomatoes.,Anyị chọrọ yabasị na tomato.
food,The recipe is easy.,Usoro esi nri ahụ dị mfe.
food,Follow the recipe carefully.,Soro usoro esi nri ahụ nke ọma.
food,The cook prepared the meal.,Onye na-esi nri kwadebere nri ahụ.
food,The restaurant serves good food.,Ụlọ oriri na-enye ezigbo nri.
food,We ate at a restaurant.,Anyị riri nri n'ụlọ oriri.
food,The restaurant is busy.,Ụlọ oriri ahụ jupụtara n'ọrụ.
food,The waiter brought the food.,Onye na-eje ozi wetara nri ahụ.
food,The bill is on the table.,Akwụkwọ ụgwọ ahụ dị n'elu tebụl.
food,We paid for the food.,Anyị kwụrụ ụgwọ nri ahụ.
