domain,english,igbo
business,The customer asked for the price.,Onye ahịa ahụ jụrụ maka ọnụahịa ahụ.
business,How much does it cost?,Ego ole ka ọ na-eri?
business,The product costs five thousand naira.,Ngwaahịa ahụ na-eri naịra puku ise.
business,I want to buy this product.,Achọrọ m ịzụta ngwaahịa a.
business,I want to sell this product.,Achọrọ m ire ngwaahịa a.
business,We have many products.,Anyị nwere ọtụtụ ngwaahịa.
business,We have few products.,Anyị nwere ngwaahịa ole na ole.
business,The stock is finished.,Ngwaahịa dị n'ụlọ ahịa agwụla.
business,The stock is available.,Ngwaahịa dị n'ụlọ ahịa dị.
business,The warehouse is full.,Ụlọ nkwakọba ngwaahịa ahụ juru.
business,The warehouse is empty.,Ụlọ nkwakọba ngwaahịa ahụ tọgbọ chakoo.
business,The company has many employees.,Ụlọ ọrụ ahụ nwere ọtụtụ ndị ọrụ.
business,The manager is in the office.,Onye njikwa ahụ nọ n'ọfịs.
business,The manager called a meeting.,Onye njikwa ahụ kpọrọ nzukọ.
business,The employees are working.,Ndị ọrụ ahụ na-arụ ọrụ.
business,The employee arrived early.,Onye ọrụ ahụ bịara n'oge.
business,The employee arrived late.,Onye ọrụ ahụ bịara n'oge.
business,The office is open.,Ọfịs ahụ mepere emepe.
business,The office is closed.,Ọfịs ahụ mechiri emechi.
business,The meeting starts at nine o'clock.,Nzukọ ahụ na-amalite n'elekere itoolu.
business,The meeting has ended.,Nzukọ ahụ agwụla.
business,We discussed the business plan.,Anyị tụlere atụmatụ azụmahịa ahụ.
business,The business plan is ready.,Atụmatụ azụmahịa ahụ adịla njikere.
business,The company needs more money.,Ụlọ ọrụ ahụ chọrọ ego ọzọ.
business,The company made a profit.,Ụlọ ọrụ ahụ nwetara uru.
business,The company made a loss.,Ụlọ ọrụ ahụ nwetara mfu.
business,The business is losing money.,Azụmahịa ahụ na-atụfu ego.
business,The business is making money.,Azụmahịa ahụ na-enweta ego.
business,The company opened a new branch.,Ụlọ ọrụ ahụ mepere alaka ọhụrụ.
business,The branch is far away.,Alaka ahụ dị anya.
business,The branch is nearby.,Alaka ahụ dị nso.
business,The company has many branches.,Ụlọ ọrụ ahụ nwere ọtụtụ alaka.
business,The bank is open today.,Ụlọ akụ ahụ mepere taa.
business,The bank is closed today.,Ụlọ akụ ahụ mechiri taa.
business,I deposited money into my account.,E tinyere m ego n'akaụntụ m.
business,I withdrew money from my account.,E wepụtara m ego n'akaụntụ m.
business,The payment was successful.,Ịkwụ ụgwọ ahụ gara nke ọma.
business,The payment failed.,Ịkwụ ụgwọ ahụ emeghị nke ọma.
business,Pay with cash.,Jiri ego aka kwụọ ụgwọ.
business,Pay with your card.,Jiri kaadị gị kwụọ ụgwọ.
business,The customer paid online.,Onye ahịa ahụ kwụrụ ụgwọ n'ịntanetị.
business,Send the invoice.,Ziga akwụkwọ ọnụahịa ahụ.
business,The invoice has been paid.,A kwụọla akwụkwọ ọnụahịa ahụ.
business,The invoice is not ready.,Akwụkwọ ọnụahịa ahụ adịbeghị njikere.
business,The order has arrived.,Iwu ahụ abịala.
business,Place an order.,Tinye iwu.
business,Cancel the order.,Kagbuo iwu ahụ.
business,The order is delayed.,Iwu ahụ egbuola oge.
business,The order is ready.,Iwu ahụ adịla njikere.
business,We deliver products.,Anyị na-ebuga ngwaahịa.
business,The product was delivered today.,E butere ngwaahịa ahụ taa.
business,The delivery is late.,Nnyefe ahụ abịala n'oge.
business,The delivery is free.,Nnyefe ahụ bụ n'efu.
business,The customer gave us an address.,Onye ahịa ahụ nyere anyị adreesị.
business,Write down the address.,Dee adreesị ahụ.
business,The company has a website.,Ụlọ ọrụ ahụ nwere weebụsaịtị.
business,Customers can order online.,Ndị ahịa nwere ike ịtụ ihe n'ịntanetị.
business,The business uses social media.,Azụmahịa ahụ na-eji mgbasa ozi mmekọrịta.
business,The advertisement is effective.,Mgbasa ozi ahụ na-arụ ọrụ nke ọma.
business,The company is advertising a new product.,Ụlọ ọrụ ahụ na-akpọsa ngwaahịa ọhụrụ.
business,The business has many customers.,Azụmahịa ahụ nwere ọtụtụ ndị ahịa.
business,The customer is satisfied.,Onye ahịa ahụ nwere afọ ojuju.
business,The customer is not satisfied.,Onye ahịa ahụ enweghị afọ ojuju.
business,The customer made a complaint.,Onye ahịa ahụ mere mkpesa.
business,We answered the complaint.,Anyị zara mkpesa ahụ.
business,Good service is important.,Ọrụ ọma dị mkpa.
business,The service is fast.,Ọrụ ahụ dị ngwa.
business,The service is slow.,Ọrụ ahụ na-eji nwayọ.
business,The company provides good service.,Ụlọ ọrụ ahụ na-enye ọrụ ọma.
business,The business is expanding.,Azụmahịa ahụ na-agbasawanye.
business,The business is small.,Azụmahịa ahụ dị obere.
business,The business is large.,Azụmahịa ahụ buru ibu.
business,The owner manages the business.,Onye nwe ya na-elekọta azụmahịa ahụ.
business,The owner hired a new worker.,Onye nwe ya goro onye ọrụ ọhụrụ.
business,The worker received a salary.,Onye ọrụ ahụ nwetara ụgwọ ọnwa.
business,The salary is paid monthly.,A na-akwụ ụgwọ ọnwa kwa ọnwa.
business,The company pays its workers.,Ụlọ ọrụ ahụ na-akwụ ndị ọrụ ya ụgwọ.
business,The company needs more workers.,Ụlọ ọrụ ahụ chọrọ ndị ọrụ ọzọ.
business,The business is growing quickly.,Azụmahịa ahụ na-eto ngwa ngwa.
business,The business is facing a problem.,Azụmahịa ahụ na-eche nsogbu ihu.
business,We need a solution.,Anyị chọrọ ngwọta.
business,The plan is successful.,Atụmatụ ahụ gara nke ọma.
business,The plan failed.,Atụmatụ ahụ emeghị nke ọma.
business,We must work together.,Anyị ga-arụkọ ọrụ ọnụ.
business,The team is working together.,Otu ahụ na-arụkọ ọrụ ọnụ.
business,The company makes decisions carefully.,Ụlọ ọrụ ahụ na-eme mkpebi nke ọma.
business,The manager made a decision.,Onye njikwa ahụ mere mkpebi.
business,The business needs better planning.,Azụmahịa ahụ chọrọ atụmatụ ka mma.
business,The meeting was useful.,Nzukọ ahụ bara uru.
business,The contract is ready.,Nkwekọrịta ahụ adịla njikere.
business,Sign the contract.,Banye aka na nkwekọrịta ahụ.
business,The contract has expired.,Nkwekọrịta ahụ agwụla.
business,The company signed an agreement.,Ụlọ ọrụ ahụ bịanyere aka na nkwekọrịta.
business,The business follows the rules.,Azụmahịa ahụ na-agbaso iwu.
business,The company pays taxes.,Ụlọ ọrụ ahụ na-akwụ ụtụ isi.
business,The business is registered.,E debanyela azụmahịa ahụ aha.
business,The company is growing every year.,Ụlọ ọrụ ahụ na-eto kwa afọ.
business,The business is important to the community.,Azụmahịa ahụ dị mkpa nye obodo.
business,The company creates jobs.,Ụlọ ọrụ ahụ na-emepụta ọrụ.
business,The business supports the community.,Azụmahịa ahụ na-akwado obodo.
