domain,english,igbo
transportation,The car needs fuel.,Ụgbọala ahụ chọrọ mmanụ ụgbọala.
transportation,The car has no fuel.,Ụgbọala ahụ enweghị mmanụ ụgbọala.
transportation,We stopped at a petrol station.,Anyị kwụsịrị n'ọdụ mmanụ ụgbọala.
transportation,The car needs repairs.,Ụgbọala ahụ chọrọ nrụzi.
transportation,The mechanic repaired the car.,Onye na-arụzi ụgbọala rụziri ụgbọala ahụ.
transportation,The car broke down.,Ụgbọala ahụ mebiri.
transportation,The tire is flat.,Taya ahụ agbawala.
transportation,The engine is not working.,Igwe ụgbọala ahụ anaghị arụ ọrụ.
transportation,The motorcycle is fast.,Ọgba tum tum ahụ na-agba ọsọ.
transportation,He rides a motorcycle.,Ọ na-agba ọgba tum tum.
transportation,She rides a bicycle.,Ọ na-agba igwe.
transportation,I ride my bicycle to school.,Ana m eji igwe aga ụlọ akwụkwọ.
transportation,The bicycle is new.,Igwe ahụ bụ nke ọhụrụ.
transportation,The motorcycle is parked outside.,Ọgba tum tum ahụ dọwara n'èzí.
transportation,The truck is carrying goods.,Ụgbọala ibu ahụ na-ebu ngwongwo.
transportation,The truck is heavy.,Ụgbọala ibu ahụ dị arọ.
transportation,The driver carried the goods to the market.,Onye ọkwọ ụgbọala buru ngwongwo ahụ gaa ahịa.
transportation,The goods arrived safely.,Ngwongwo ahụ rutere n'udo.
transportation,We need a bigger vehicle.,Anyị chọrọ ụgbọala ka ukwuu.
transportation,This vehicle is comfortable.,Ụgbọala a dị mma maka njem.
transportation,The vehicle is expensive.,Ụgbọala ahụ dị oke ọnụ.
transportation,The vehicle is cheap.,Ụgbọala ahụ adịghị ọnụ.
transportation,Public transportation is useful.,Ụgbọ njem ọha bara uru.
transportation,The city has many vehicles.,Obodo ahụ nwere ọtụtụ ụgbọala.
transportation,There are many people on the road.,Ọtụtụ mmadụ nọ n'okporo ụzọ.
transportation,The driver knows the way.,Onye ọkwọ ụgbọala ahụ maara ụzọ.
transportation,Please show me the way.,Biko gosi m ụzọ.
transportation,Which way should we go?,Kedu ụzọ ka anyị ga-esi gaa?
transportation,We took the wrong road.,Anyị soro ụzọ na-ezighi ezi.
transportation,We found the right road.,Anyị chọtara ụzọ ziri ezi.
transportation,The bridge is closed.,A mechiela àkwà mmiri ahụ.
transportation,The bridge is open.,Àkwà mmiri ahụ mepere emepe.
transportation,We crossed the bridge.,Anyị gafere àkwà mmiri ahụ.
transportation,The river is wide.,Osimiri ahụ sara mbara.
transportation,The boat is on the water.,Ụgbọ mmiri ahụ dị n'elu mmiri.
transportation,We travelled by boat.,Anyị jiri ụgbọ mmiri mee njem.
transportation,The boat is moving slowly.,Ụgbọ mmiri ahụ na-eji nwayọ aga.
transportation,The boat arrived at the shore.,Ụgbọ mmiri ahụ rutere n'akụkụ osimiri.
