domain,english,igbo
technology,My phone is charging.,Ekwentị m na-akwụ ụgwọ.
technology,My phone battery is low.,Batrị ekwentị m adịghịzi ike.
technology,The battery is full.,Batrị ahụ juru.
technology,The battery is empty.,Batrị ahụ agwụla.
technology,Charge the phone.,Kwụnye ekwentị ahụ ka ọ na-akwụ ụgwọ.
technology,The phone is turned off.,E mechiela ekwentị ahụ.
technology,The phone is broken.,Ekwentị ahụ agbajiela.
technology,I received a message.,Enwetara m ozi.
technology,Send me a message.,Zitere m ozi.
technology,He sent an email.,Ọ zitere ozi-e.
technology,Check your email.,Lelee ozi-e gị.
technology,I received an email.,Enwetara m ozi-e.
technology,The email is important.,Ozi-e ahụ dị mkpa.
technology,The internet is fast.,Ịntanetị dị ngwa.
technology,The internet is slow.,Ịntanetị na-eji nwayọ arụ ọrụ.
technology,The internet is not working.,Ịntanetị anaghị arụ ọrụ.
technology,I am connected to the internet.,Ejikọrọ m na ịntanetị.
technology,The connection is weak.,Njikọ ahụ adịghị ike.
technology,The connection is strong.,Njikọ ahụ siri ike.
technology,Connect to the internet.,Jikọọ na ịntanetị.
technology,The network is available.,Netwọk ahụ dị.
technology,The network is not available.,Netwọk ahụ adịghị.
technology,The website is open.,Weebụsaịtị ahụ mepere emepe.
technology,Open the website.,Mepee weebụsaịtị ahụ.
technology,The website is loading.,Weebụsaịtị ahụ na-ebu.
technology,The website is not working.,Weebụsaịtị ahụ anaghị arụ ọrụ.
technology,I searched for information online.,Achọrọ m ozi n'ịntanetị.
technology,Search for the information.,Chọọ ozi ahụ.
technology,Download the file.,Budata faịlụ ahụ.
technology,Upload the document.,Bulite akwụkwọ ahụ.
technology,The download is complete.,Nbudata ahụ agwụla.
technology,The file is uploading.,A na-ebulite faịlụ ahụ.
technology,I opened the application.,Emepụtara m ngwa ahụ.
technology,Close the application.,Mechie ngwa ahụ.
technology,The application is useful.,Ngwa ahụ bara uru.
technology,The application is free.,Ngwa ahụ bụ n'efu.
technology,The application needs an update.,Ngwa ahụ chọrọ mmelite.
technology,Install the application.,Wụnye ngwa ahụ.
technology,Uninstall the application.,Wepụ ngwa ahụ.
technology,The software is easy to use.,Sọftụwia ahụ dị mfe iji.
technology,The software is difficult to use.,Sọftụwia ahụ siri ike iji.
technology,The software has an error.,Sọftụwia ahụ nwere njehie.
technology,Fix the error.,Dozie njehie ahụ.
technology,The system is working.,Sistemụ ahụ na-arụ ọrụ.
technology,The system is not working.,Sistemụ ahụ anaghị arụ ọrụ.
technology,The system is secure.,Sistemụ ahụ nwere nchekwa.
technology,The password is correct.,Paswọọdụ ahụ ziri ezi.
technology,The password is incorrect.,Paswọọdụ ahụ ezighi ezi.
technology,Enter your password.,Tinye paswọọdụ gị.
technology,Change your password.,Gbanwee paswọọdụ gị.
technology,Keep your password secret.,Debe paswọọdụ gị na nzuzo.
technology,The account is locked.,A kpọchiela akaụntụ ahụ.
technology,Create an account.,Mepụta akaụntụ.
technology,Log in to your account.,Banye na akaụntụ gị.
technology,Log out of your account.,Pụọ na akaụntụ gị.
technology,The user is online.,Onye ọrụ ahụ nọ n'ịntanetị.
technology,The user is offline.,Onye ọrụ ahụ anọghị n'ịntanetị.
technology,The data is important.,Data ahụ dị mkpa.
technology,Save your data.,Chekwaa data gị.
technology,The data is secure.,Data ahụ nwere nchekwa.
technology,The database is connected.,Ejikọrọ nchekwa data ahụ.
technology,The database stores information.,Ebe nchekwa data na-echekwa ozi.
technology,The server is running.,Sava ahụ na-arụ ọrụ.
technology,The server is down.,Sava ahụ akwụsịla ịrụ ọrụ.
technology,The website is hosted on a server.,A na-akwado weebụsaịtị ahụ na sava.
technology,The program is running.,Mmemme ahụ na-arụ ọrụ.
technology,The program has an error.,Mmemme ahụ nwere njehie.
technology,Write a computer program.,Dee mmemme kọmputa.
technology,The developer is writing code.,Onye nrụpụta sọftụwia na-ede koodu.
technology,The code is correct.,Koodu ahụ ziri ezi.
technology,The code has an error.,Koodu ahụ nwere njehie.
technology,Test the program.,Nwalee mmemme ahụ.
technology,The program passed the test.,Mmemme ahụ gafere ule ahụ.
technology,Technology is changing quickly.,Teknụzụ na-agbanwe ngwa ngwa.
technology,Technology is useful in education.,Teknụzụ bara uru na agụmakwụkwọ.
technology,Technology helps people communicate.,Teknụzụ na-enyere ndị mmadụ aka ikwurịta okwu.
technology,The internet helps students learn.,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.
technology,We use technology every day.,Anyị na-eji teknụzụ kwa ụbọchị.
technology,The phone has a camera.,Ekwentị ahụ nwere igwefoto.
technology,Take a picture with the camera.,Were igwefoto see foto.
technology,The camera is clear.,Igwefoto ahụ doro anya.
technology,The video is playing.,Vidiyo ahụ na-egwu.
technology,Stop the video.,Kwụsị vidiyo ahụ.
technology,The audio is clear.,Ụda ahụ doro anya.
technology,The microphone is working.,Igwe okwu ahụ na-arụ ọrụ.
technology,The speaker is loud.,Igwe okwu ahụ na-ada ụda nke ukwuu.
technology,Connect the device.,Jikọọ ngwaọrụ ahụ.
technology,The device is connected.,Ejikọrọ ngwaọrụ ahụ.
technology,The device is disconnected.,Ewepụla njikọ ngwaọrụ ahụ.
technology,The machine uses electricity.,Igwe ahụ na-eji ọkụ eletrik.
technology,The electricity is off.,Ọkụ eletrik adịghị.
technology,The electricity is on.,Ọkụ eletrik dị.
technology,Protect your computer from viruses.,Chebe kọmputa gị pụọ na nje kọmputa.
technology,The computer has a virus.,Kọmputa ahụ nwere nje kọmputa.
technology,Scan the computer.,Nyochaa kọmputa ahụ.
technology,The system needs security.,Sistemụ ahụ chọrọ nchekwa.
